State,Date,deltaconfirmed,deltarecovered,deltatested,deltaother,deltadeceased,deltavaccinated1,deltavaccinated2,delta7confirmed,delta7recovered,delta7tested,delta7other,delta7deceased,delta7vaccinated1,delta7vaccinated2,totalconfirmed,totalrecovered,totaltested,totalother,totaldeceased,totalvaccinated1,totalvaccinated2
Jammu and Kashmir,11-04-2020,17,,245,,,,,132,3,3206,,2,,,224,6,3206,,4,,
Jammu and Kashmir,12-04-2020,21,,394,,,,,139,2,3600,,2,,,245,6,3600,,4,,
Jammu and Kashmir,13-04-2020,25,10,465,,,,,161,12,4065,,2,,,270,16,4065,,4,,
Jammu and Kashmir,14-04-2020,8,14,554,,,,,153,26,4619,,1,,,278,30,4619,,4,,
Jammu and Kashmir,15-04-2020,22,6,552,,,,,142,30,5171,,1,,,300,36,5171,,4,,
Jammu and Kashmir,16-04-2020,14,2,509,,,,,130,32,5680,,,,,314,38,5680,,4,,
Jammu and Kashmir,17-04-2020,14,4,758,,1,,,121,36,3477,,1,,,328,42,6438,,5,,
Jammu and Kashmir,18-04-2020,13,9,499,,,,,117,45,3731,,1,,,341,51,6937,,5,,
Jammu and Kashmir,19-04-2020,13,5,958,,,,,109,50,4295,,1,,,354,56,7895,,5,,
Jammu and Kashmir,20-04-2020,14,15,717,,,,,98,55,4547,,1,,,368,71,8612,,5,,
Jammu and Kashmir,21-04-2020,12,10,608,,,,,102,51,4601,,1,,,380,81,9220,,5,,
Jammu and Kashmir,22-04-2020,27,11,819,,,,,107,56,4868,,1,,,407,92,10039,,5,,
Jammu and Kashmir,23-04-2020,27,,938,,,,,120,54,5297,,1,,,434,92,10977,,5,,
Jammu and Kashmir,24-04-2020,20,17,787,,,,,126,67,5326,,,,,454,109,11764,,5,,
Jammu and Kashmir,25-04-2020,40,3,1071,,1,,,153,61,5898,,1,,,494,112,12835,,6,,
Jammu and Kashmir,26-04-2020,29,25,1124,,,,,169,81,6064,,1,,,523,137,13959,,6,,
Jammu and Kashmir,27-04-2020,23,27,1029,,1,,,178,93,6376,,2,,,546,164,14988,,7,,
Jammu and Kashmir,28-04-2020,19,12,1631,,1,,,185,95,7399,,3,,,565,176,16619,,8,,
Jammu and Kashmir,29-04-2020,16,16,1831,,,,,174,100,8411,,3,,,581,192,18450,,8,,
Jammu and Kashmir,30-04-2020,33,24,1296,,,,,180,124,8769,,3,,,614,216,19746,,8,,
Jammu and Kashmir,01-05-2020,25,31,1949,,,,,185,138,9931,,3,,,639,247,21695,,8,,
Jammu and Kashmir,02-05-2020,27,7,1711,,,,,172,142,10571,,2,,,666,254,23406,,8,,
Jammu and Kashmir,03-05-2020,35,33,2632,,,,,178,150,12079,,2,,,701,287,26038,,8,,
Jammu and Kashmir,04-05-2020,25,16,2161,,,,,180,139,13211,,1,,,726,303,28199,,8,,
Jammu and Kashmir,05-05-2020,15,17,3113,,,,,176,144,14693,,,,,741,320,31312,,8,,
Jammu and Kashmir,06-05-2020,34,2,2965,,,,,194,130,15827,,,,,775,322,34277,,8,,
Jammu and Kashmir,07-05-2020,18,13,3429,,1,,,179,119,17960,,1,,,793,335,37706,,9,,
Jammu and Kashmir,08-05-2020,30,29,4721,,,,,184,117,20732,,1,,,823,364,42427,,9,,
Jammu and Kashmir,09-05-2020,13,4,2326,,,,,170,114,21347,,1,,,836,368,44753,,9,,
Jammu and Kashmir,10-05-2020,25,15,2327,,,,,160,96,21042,,1,,,861,383,47080,,9,,
Jammu and Kashmir,11-05-2020,18,44,4254,,1,,,153,124,23135,,2,,,879,427,51334,,10,,
Jammu and Kashmir,12-05-2020,55,28,2392,,,,,193,135,22414,,2,,,934,455,53726,,10,,
Jammu and Kashmir,13-05-2020,37,11,3385,,1,,,196,144,22834,,3,,,971,466,57111,,11,,
Jammu and Kashmir,14-05-2020,12,19,6404,,,,,190,150,25809,,2,,,983,485,63515,,11,,
Jammu and Kashmir,15-05-2020,30,28,6791,,,,,190,149,27879,,2,,,1013,513,70306,,11,,
Jammu and Kashmir,16-05-2020,108,29,5885,,1,,,285,174,31438,,3,,,1121,542,76191,,12,,
Jammu and Kashmir,17-05-2020,62,33,4743,,1,,,322,192,33854,,4,,,1183,575,80934,,13,,
Jammu and Kashmir,18-05-2020,106,34,7667,,2,,,410,182,37267,,5,,,1289,609,88601,,15,,
Jammu and Kashmir,19-05-2020,28,38,8225,,2,,,383,192,43100,,7,,,1317,647,96826,,17,,
Jammu and Kashmir,20-05-2020,73,31,5124,,1,,,419,212,44839,,7,,,1390,678,101950,,18,,
Jammu and Kashmir,21-05-2020,59,6,5158,,2,,,466,199,43593,,9,,,1449,684,107108,,20,,
Jammu and Kashmir,22-05-2020,40,36,7751,,,,,476,207,44553,,9,,,1489,720,114859,,20,,
Jammu and Kashmir,23-05-2020,80,54,9215,,1,,,448,232,47883,,9,,,1569,774,124074,,21,,
Jammu and Kashmir,24-05-2020,52,35,6359,,,,,438,234,49499,,8,,,1621,809,130433,,21,,
Jammu and Kashmir,25-05-2020,47,,3755,,2,,,379,200,45587,,8,,,1668,809,134188,,23,,
Jammu and Kashmir,26-05-2020,91,24,6774,,1,,,442,186,44136,,7,,,1759,833,140962,,24,,
Jammu and Kashmir,27-05-2020,162,21,4200,,2,,,531,176,43212,,8,,,1921,854,145162,,26,,
Jammu and Kashmir,28-05-2020,115,5,8360,,1,,,587,175,46414,,7,,,2036,859,153522,,27,,
Jammu and Kashmir,29-05-2020,128,16,5207,,1,,,675,155,43870,,8,,,2164,875,158729,,28,,
Jammu and Kashmir,30-05-2020,177,33,5852,,,,,772,134,40507,,7,,,2341,908,164581,,28,,
Jammu and Kashmir,31-05-2020,105,19,6464,,,,,825,118,40612,,7,,,2446,927,171045,,28,,
Jammu and Kashmir,01-06-2020,155,19,5264,,3,,,933,137,42121,,8,,,2601,946,176309,,31,,
Jammu and Kashmir,02-06-2020,117,7,6758,,2,,,959,120,42105,,9,,,2718,953,183067,,33,,
Jammu and Kashmir,03-06-2020,139,54,6297,,1,,,936,153,44202,,8,,,2857,1007,189364,,34,,
Jammu and Kashmir,04-06-2020,285,41,6313,,1,,,1106,189,42155,,8,,,3142,1048,195677,,35,,
Jammu and Kashmir,05-06-2020,182,38,6580,,1,,,1160,211,43528,,8,,,3324,1086,202257,,36,,
Jammu and Kashmir,06-06-2020,143,40,9623,,3,,,1126,218,47299,,11,,,3467,1126,211880,,39,,
Jammu and Kashmir,07-06-2020,620,90,6601,,2,,,1641,289,47436,,13,,,4087,1216,218481,,41,,
Jammu and Kashmir,08-06-2020,198,108,9425,,4,,,1684,378,51597,,14,,,4285,1324,227906,,45,,
Jammu and Kashmir,09-06-2020,61,182,7910,,3,,,1628,553,52749,,15,,,4346,1506,235816,,48,,
Jammu and Kashmir,10-06-2020,161,165,6075,,3,,,1650,664,52527,,17,,,4507,1671,241891,,51,,
Jammu and Kashmir,11-06-2020,67,149,5376,,1,,,1432,772,51590,,17,,,4574,1820,247267,,52,,
Jammu and Kashmir,12-06-2020,156,266,6792,,1,,,1406,1000,51802,,17,,,4730,2086,254059,,53,,
Jammu and Kashmir,13-06-2020,148,183,6039,,2,,,1411,1143,48218,,16,,,4878,2269,260098,,55,,
Jammu and Kashmir,14-06-2020,163,120,6065,,4,,,954,1173,47682,,18,,,5041,2389,266163,,59,,
Jammu and Kashmir,15-06-2020,179,215,5253,,3,,,935,1280,43510,,17,,,5220,2604,271416,,62,,
Jammu and Kashmir,16-06-2020,78,177,4758,,1,,,952,1275,40358,,15,,,5298,2781,276174,,63,,
Jammu and Kashmir,17-06-2020,108,133,6094,,1,,,899,1243,40377,,13,,,5406,2914,282268,,64,,
Jammu and Kashmir,18-06-2020,149,230,6759,,7,,,981,1324,41760,,19,,,5555,3144,289027,,71,,
Jammu and Kashmir,19-06-2020,125,50,6175,,4,,,950,1108,41143,,22,,,5680,3194,295202,,75,,
Jammu and Kashmir,20-06-2020,154,142,6007,,6,,,956,1067,41111,,26,,,5834,3336,301209,,81,,
Jammu and Kashmir,21-06-2020,122,46,6429,,1,,,915,993,41475,,23,,,5956,3382,307638,,82,,
Jammu and Kashmir,22-06-2020,132,149,6049,,3,,,868,927,42271,,23,,,6088,3531,313687,,85,,
Jammu and Kashmir,23-06-2020,148,111,5977,,2,,,938,861,43490,,24,,,6236,3642,319664,,87,,
Jammu and Kashmir,24-06-2020,186,176,6766,,1,,,1016,904,44162,,24,,,6422,3818,326430,,88,,
Jammu and Kashmir,25-06-2020,127,149,6015,,2,,,994,823,43418,,19,,,6549,3967,332445,,90,,
Jammu and Kashmir,26-06-2020,213,113,6458,,1,,,1082,886,43701,,16,,,6762,4080,338903,,91,,
Jammu and Kashmir,27-06-2020,204,145,6523,,2,,,1132,889,44217,,12,,,6966,4225,345426,,93,,
Jammu and Kashmir,28-06-2020,127,91,6439,,1,,,1137,934,44227,,12,,,7093,4316,351865,,94,,
Jammu and Kashmir,29-06-2020,144,269,6665,,1,,,1149,1054,44843,,10,,,7237,4585,358530,,95,,
Jammu and Kashmir,30-06-2020,260,137,6528,,6,,,1261,1080,45394,,14,,,7497,4722,365058,,101,,
Jammu and Kashmir,01-07-2020,198,134,6428,,4,,,1273,1038,45056,,17,,,7695,4856,371486,,105,,
Jammu and Kashmir,02-07-2020,154,118,6475,,10,,,1300,1007,45516,,25,,,7849,4974,377961,,115,,
Jammu and Kashmir,03-07-2020,170,101,7540,,4,,,1257,995,46598,,28,,,8019,5075,385501,,119,,
Jammu and Kashmir,04-07-2020,227,68,7418,,8,,,1280,918,47493,,34,,,8246,5143,392919,,127,,
Jammu and Kashmir,05-07-2020,183,112,6466,,5,,,1336,939,47520,,38,,,8429,5255,399385,,132,,
Jammu and Kashmir,06-07-2020,246,63,6827,,6,,,1438,733,47682,,43,,,8675,5318,406212,,138,,
Jammu and Kashmir,07-07-2020,256,81,7146,,5,,,1434,677,48300,,42,,,8931,5399,413358,,143,,
Jammu and Kashmir,08-07-2020,330,168,8213,,6,,,1566,711,50085,,44,,,9261,5567,421571,,149,,
Jammu and Kashmir,09-07-2020,240,128,8216,,5,,,1652,721,51826,,39,,,9501,5695,429787,,154,,
Jammu and Kashmir,10-07-2020,387,91,8141,,5,,,1869,711,52427,,40,,,9888,5786,437928,,159,,
Jammu and Kashmir,11-07-2020,268,109,7241,,10,,,1910,752,52250,,42,,,10156,5895,445169,,169,,
Jammu and Kashmir,12-07-2020,357,84,7286,,10,,,2084,724,53070,,47,,,10513,5979,452455,,179,,
Jammu and Kashmir,13-07-2020,314,116,7248,,8,,,2152,777,53491,,49,,,10827,6095,459703,,187,,
Jammu and Kashmir,14-07-2020,346,128,6630,,8,,,2242,824,52975,,52,,,11173,6223,466333,,195,,
Jammu and Kashmir,15-07-2020,493,114,7816,,11,,,2405,770,52578,,57,,,11666,6337,474149,,206,,
Jammu and Kashmir,16-07-2020,490,109,7303,,16,,,2655,751,51665,,68,,,12156,6446,481452,,222,,
Jammu and Kashmir,17-07-2020,601,112,7930,,9,,,2869,772,51454,,72,,,12757,6558,489382,,231,,
Jammu and Kashmir,18-07-2020,441,607,8625,,5,,,3042,1270,52838,,67,,,13198,7165,498007,,236,,
Jammu and Kashmir,19-07-2020,701,646,9671,,8,,,3386,1832,55223,,65,,,13899,7811,507678,,244,,
Jammu and Kashmir,20-07-2020,751,463,10351,,10,,,3823,2179,58326,,67,,,14650,8274,518029,,254,,
Jammu and Kashmir,21-07-2020,608,181,10917,,9,,,4085,2232,62613,,68,,,15258,8455,528946,,263,,
Jammu and Kashmir,22-07-2020,453,152,8945,,10,,,4045,2270,63742,,67,,,15711,8607,537891,,273,,
Jammu and Kashmir,23-07-2020,718,102,10986,,9,,,4273,2263,67425,,60,,,16429,8709,548877,,282,,
Jammu and Kashmir,24-07-2020,353,508,10522,,14,,,4025,2659,70017,,65,,,16782,9217,559399,,296,,
Jammu and Kashmir,25-07-2020,523,300,11109,,9,,,4107,2352,72501,,69,,,17305,9517,570508,,305,,
Jammu and Kashmir,26-07-2020,615,411,11199,,7,,,4021,2117,74029,,68,,,17920,9928,581707,,312,,
Jammu and Kashmir,27-07-2020,470,474,10775,,9,,,3740,2128,74453,,67,,,18390,10402,592482,,321,,
Jammu and Kashmir,28-07-2020,489,483,11246,,12,,,3621,2430,74782,,70,,,18879,10885,603728,,333,,
Jammu and Kashmir,29-07-2020,540,437,11652,,15,,,3708,2715,77489,,75,,,19419,11322,615380,,348,,
Jammu and Kashmir,30-07-2020,450,520,12007,,17,,,3440,3133,78510,,83,,,19869,11842,627387,,365,,
Jammu and Kashmir,31-07-2020,490,375,10128,,12,,,3577,3000,78116,,81,,,20359,12217,637515,,377,,
Jammu and Kashmir,01-08-2020,613,654,9756,,11,,,3667,3354,76763,,83,,,20972,12871,647271,,388,,
Jammu and Kashmir,02-08-2020,444,256,6846,,8,,,3496,3199,72410,,84,,,21416,13127,654117,,396,,
Jammu and Kashmir,03-08-2020,590,905,8824,,11,,,3616,3630,70459,,86,,,22006,14032,662941,,407,,
Jammu and Kashmir,04-08-2020,390,824,8472,,10,,,3517,3971,67685,,84,,,22396,14856,671413,,417,,
Jammu and Kashmir,05-08-2020,559,388,8002,,9,,,3536,3922,64035,,78,,,22955,15244,679415,,426,,
Jammu and Kashmir,06-08-2020,499,464,7393,,10,,,3585,3866,59421,,71,,,23454,15708,686808,,436,,
Jammu and Kashmir,07-08-2020,473,510,8812,,13,,,3568,4001,58105,,72,,,23927,16218,695620,,449,,
Jammu and Kashmir,08-08-2020,463,449,11160,,10,,,3418,3796,59509,,71,,,24390,16667,706780,,459,,
Jammu and Kashmir,09-08-2020,507,336,10330,,13,,,3481,3876,62993,,76,,,24897,17003,717110,,472,,
Jammu and Kashmir,10-08-2020,470,372,8432,,6,,,3361,3343,62601,,71,,,25367,17375,725542,,478,,
Jammu and Kashmir,11-08-2020,564,604,12661,,12,,,3535,3123,66790,,73,,,25931,17979,738203,,490,,
Jammu and Kashmir,12-08-2020,482,544,12644,,8,,,3458,3279,71432,,72,,,26413,18523,750847,,498,,
Jammu and Kashmir,13-08-2020,536,779,12364,,11,,,3495,3594,76403,,73,,,26949,19302,763211,,509,,
Jammu and Kashmir,14-08-2020,540,640,12122,,11,,,3562,3724,79713,,71,,,27489,19942,775333,,520,,
Jammu and Kashmir,15-08-2020,532,734,10142,,7,,,3631,4009,78695,,68,,,28021,20676,785475,,527,,
Jammu and Kashmir,16-08-2020,449,267,8062,,15,,,3573,3940,76427,,70,,,28470,20943,793537,,542,,
Jammu and Kashmir,17-08-2020,422,353,7792,,6,,,3525,3921,75787,,70,,,28892,21296,801329,,548,,
Jammu and Kashmir,18-08-2020,434,590,9838,,13,,,3395,3907,72964,,71,,,29326,21886,811167,,561,,
Jammu and Kashmir,19-08-2020,708,611,11407,,11,,,3621,3974,71727,,74,,,30034,22497,822574,,572,,
Jammu and Kashmir,20-08-2020,683,728,10829,,6,,,3768,3923,70192,,69,,,30717,23225,833403,,578,,
Jammu and Kashmir,21-08-2020,654,580,11238,,15,,,3882,3863,69308,,73,,,31371,23805,844641,,593,,
Jammu and Kashmir,22-08-2020,610,593,11350,,15,,,3960,3722,70516,,81,,,31981,24398,855991,,608,,
Jammu and Kashmir,23-08-2020,666,434,12603,,9,,,4177,3889,75057,,75,,,32647,24832,868594,,617,,
Jammu and Kashmir,24-08-2020,428,373,9242,,7,,,4183,3909,76507,,76,,,33075,25205,877836,,624,,
Jammu and Kashmir,25-08-2020,701,389,10291,,14,,,4450,3708,76960,,77,,,33776,25594,888127,,638,,
Jammu and Kashmir,26-08-2020,704,599,14550,,19,,,4446,3696,80103,,85,,,34480,26193,902677,,657,,
Jammu and Kashmir,27-08-2020,655,528,12549,,14,,,4418,3496,81823,,93,,,35135,26721,915226,,671,,
Jammu and Kashmir,28-08-2020,696,651,14507,,7,,,4460,3567,85092,,85,,,35831,27372,929733,,678,,
Jammu and Kashmir,29-08-2020,546,648,14248,,7,,,4396,3622,87990,,77,,,36377,28020,943981,,685,,
Jammu and Kashmir,30-08-2020,786,490,12752,,9,,,4516,3678,88139,,77,,,37163,28510,956733,,694,,
Jammu and Kashmir,31-08-2020,535,505,9679,,9,,,4623,3810,88576,,79,,,37698,29015,966412,,703,,
Jammu and Kashmir,01-09-2020,525,469,12470,,14,,,4447,3890,90755,,79,,,38223,29484,978882,,717,,
Jammu and Kashmir,02-09-2020,641,595,17599,,15,,,4384,3886,93804,,75,,,38864,30079,996481,,732,,
Jammu and Kashmir,03-09-2020,1079,680,16411,,11,,,4808,4038,97666,,72,,,39943,30759,1012892,,743,,
Jammu and Kashmir,04-09-2020,1047,676,18424,,12,,,5159,4063,101583,,77,,,40990,31435,1031316,,755,,
Jammu and Kashmir,05-09-2020,1251,489,20510,,15,,,5864,3904,107845,,85,,,42241,31924,1051826,,770,,
Jammu and Kashmir,06-09-2020,1316,403,23172,,14,,,6394,3817,118265,,90,,,43557,32327,1074998,,784,,
Jammu and Kashmir,07-09-2020,1013,433,13654,,17,,,6872,3745,122240,,98,,,44570,32760,1088652,,801,,
Jammu and Kashmir,08-09-2020,1355,491,18754,,14,,,7702,3767,128524,,98,,,45925,33251,1107406,,815,,
Jammu and Kashmir,09-09-2020,1617,620,23670,,17,,,8678,3792,134595,,100,,,47542,33871,1131076,,832,,
Jammu and Kashmir,10-09-2020,1592,344,21487,,13,,,9191,3456,139671,,102,,,49134,34215,1152563,,845,,
Jammu and Kashmir,11-09-2020,1578,474,25210,,9,,,9722,3254,146457,,99,,,50712,34689,1177773,,854,,
Jammu and Kashmir,12-09-2020,1698,596,26026,,10,,,10169,3361,151973,,94,,,52410,35285,1203799,,864,,
Jammu and Kashmir,13-09-2020,1686,452,27899,,14,,,10539,3410,156700,,94,,,54096,35737,1231698,,878,,
Jammu and Kashmir,14-09-2020,1229,644,16797,,17,,,10755,3621,159843,,94,,,55325,36381,1248495,,895,,
Jammu and Kashmir,15-09-2020,1329,681,21815,,19,,,10729,3811,162904,,99,,,56654,37062,1270310,,914,,
Jammu and Kashmir,16-09-2020,1590,747,27019,,18,,,10702,3938,166253,,100,,,58244,37809,1297329,,932,,
Jammu and Kashmir,17-09-2020,1467,712,22911,,19,,,10577,4306,167677,,106,,,59711,38521,1320240,,951,,
Jammu and Kashmir,18-09-2020,1330,784,25510,,15,,,10329,4616,167977,,112,,,61041,39305,1345750,,966,,
Jammu and Kashmir,19-09-2020,1492,960,23952,,21,,,10123,4980,165903,,123,,,62533,40265,1369702,,987,,
Jammu and Kashmir,20-09-2020,1457,692,27027,,14,,,9894,5220,165031,,123,,,63990,40957,1396729,,1001,,
Jammu and Kashmir,21-09-2020,1036,1158,18635,,23,,,9701,5734,166869,,129,,,65026,42115,1415364,,1024,,
Jammu and Kashmir,22-09-2020,1235,1619,21045,,18,,,9607,6672,166099,,128,,,66261,43734,1436409,,1042,,
Jammu and Kashmir,23-09-2020,1249,2796,28156,,20,,,9266,8721,167236,,130,,,67510,46530,1464565,,1062,,
Jammu and Kashmir,24-09-2020,1104,1549,23397,,22,,,8903,9558,167722,,133,,,68614,48079,1487962,,1084,,
Jammu and Kashmir,25-09-2020,1218,1478,25262,,21,,,8791,10252,167474,,139,,,69832,49557,1513224,,1105,,
Jammu and Kashmir,26-09-2020,1217,1937,26060,,20,,,8516,11229,169582,,138,,,71049,51494,1539284,,1125,,
Jammu and Kashmir,27-09-2020,1141,1365,24025,,7,,,8200,11902,166580,,131,,,72190,52859,1563309,,1132,,
Jammu and Kashmir,28-09-2020,824,1408,18297,,14,,,7988,12152,166242,,122,,,73014,54267,1581606,,1146,,
Jammu and Kashmir,29-09-2020,1081,1250,19000,,18,,,7834,11783,164197,,122,,,74095,55517,1600606,,1164,,
Jammu and Kashmir,30-09-2020,975,1355,22169,,17,,,7560,10342,158210,,119,,,75070,56872,1622775,,1181,,
Jammu and Kashmir,01-10-2020,1093,1680,20947,,17,,,7549,10473,155760,,114,,,76163,58552,1643722,,1198,,
Jammu and Kashmir,02-10-2020,1090,1400,23865,,14,,,7421,10395,154363,,107,,,77253,59952,1667587,,1212,,
Jammu and Kashmir,03-10-2020,975,1399,18222,,19,,,7179,9857,146525,,106,,,78228,61351,1685809,,1231,,
Jammu and Kashmir,04-10-2020,878,1053,21694,,11,,,6916,9545,144194,,110,,,79106,62404,1707503,,1242,,
Jammu and Kashmir,05-10-2020,632,1386,15834,,10,,,6724,9523,141731,,106,,,79738,63790,1723337,,1252,,
Jammu and Kashmir,06-10-2020,738,1706,17963,,16,,,6381,9979,140694,,104,,,80476,65496,1741300,,1268,,
Jammu and Kashmir,07-10-2020,621,2188,20492,,14,,,6027,10812,139017,,101,,,81097,67684,1761792,,1282,,
Jammu and Kashmir,08-10-2020,696,1336,18748,,9,,,5630,10468,136818,,93,,,81793,69020,1780540,,1291,,
Jammu and Kashmir,09-10-2020,636,959,19712,,15,,,5176,10027,132665,,94,,,82429,69979,1800252,,1306,,
Jammu and Kashmir,10-10-2020,635,976,18501,,7,,,4836,9604,132944,,82,,,83064,70955,1818753,,1313,,
Jammu and Kashmir,11-10-2020,569,890,21012,,9,,,4527,9441,132262,,80,,,83633,71845,1839765,,1322,,
Jammu and Kashmir,12-10-2020,398,861,14721,,11,,,4293,8916,131149,,81,,,84031,72706,1854486,,1333,,
Jammu and Kashmir,13-10-2020,677,796,20776,,7,,,4232,8006,133962,,72,,,84708,73502,1875262,,1340,,
Jammu and Kashmir,14-10-2020,701,816,27622,,12,,,4312,6634,141092,,70,,,85409,74318,1902884,,1352,,
Jammu and Kashmir,15-10-2020,648,1323,26242,,6,,,4264,6621,148586,,67,,,86057,75641,1929126,,1358,,
Jammu and Kashmir,16-10-2020,697,838,23724,,8,,,4325,6500,152598,,60,,,86754,76479,1952850,,1366,,
Jammu and Kashmir,17-10-2020,610,809,25776,,6,,,4300,6333,159873,,59,,,87364,77288,1978626,,1372,,
Jammu and Kashmir,18-10-2020,578,598,25487,,7,,,4309,6041,164348,,57,,,87942,77886,2004113,,1379,,
Jammu and Kashmir,19-10-2020,427,781,19181,,9,,,4338,5961,168808,,55,,,88369,78667,2023294,,1388,,
Jammu and Kashmir,20-10-2020,589,770,25337,,9,,,4250,5935,173369,,57,,,88958,79437,2048631,,1397,,
Jammu and Kashmir,21-10-2020,624,655,27070,,5,,,4173,5774,172817,,50,,,89582,80092,2075701,,1402,,
Jammu and Kashmir,22-10-2020,584,710,25059,,10,,,4109,5161,171634,,54,,,90166,80802,2100760,,1412,,
Jammu and Kashmir,23-10-2020,586,684,25030,,12,,,3998,5007,172940,,58,,,90752,81486,2125790,,1424,,
Jammu and Kashmir,24-10-2020,577,733,27739,,6,,,3965,4931,174903,,58,,,91329,82219,2153529,,1430,,
Jammu and Kashmir,25-10-2020,532,639,22153,,8,,,3919,4972,171569,,59,,,91861,82858,2175682,,1438,,
Jammu and Kashmir,26-10-2020,364,627,18610,,6,,,3856,4818,170998,,56,,,92225,83485,2194292,,1444,,
Jammu and Kashmir,27-10-2020,452,751,20353,,7,,,3719,4799,166014,,54,,,92677,84236,2214645,,1451,,
Jammu and Kashmir,28-10-2020,536,546,24026,,4,,,3631,4690,162970,,53,,,93213,84782,2238671,,1455,,
Jammu and Kashmir,29-10-2020,551,588,23065,,11,,,3598,4568,160976,,54,,,93764,85370,2261736,,1466,,
Jammu and Kashmir,30-10-2020,566,654,22852,,5,,,3578,4538,158798,,47,,,94330,86024,2284588,,1471,,
Jammu and Kashmir,31-10-2020,455,864,19366,,7,,,3456,4669,150425,,48,,,94785,86888,2303954,,1478,,
Jammu and Kashmir,01-11-2020,540,629,20457,,4,,,3464,4659,148729,,44,,,95325,87517,2324411,,1482,,
Jammu and Kashmir,02-11-2020,385,623,19132,,8,,,3485,4655,149251,,46,,,95710,88140,2343543,,1490,,
Jammu and Kashmir,03-11-2020,478,578,23198,,12,,,3511,4482,152096,,51,,,96188,88718,2366741,,1502,,
Jammu and Kashmir,04-11-2020,512,536,24324,,9,,,3487,4472,152394,,56,,,96700,89254,2391065,,1511,,
Jammu and Kashmir,05-11-2020,524,651,23183,,6,,,3460,4535,152512,,51,,,97224,89905,2414248,,1517,,
Jammu and Kashmir,06-11-2020,581,632,24948,,6,,,3475,4513,154608,,52,,,97805,90537,2439196,,1523,,
Jammu and Kashmir,07-11-2020,532,688,22083,,5,,,3552,4337,157325,,50,,,98337,91225,2461279,,1528,,
Jammu and Kashmir,08-11-2020,555,456,24962,,5,,,3567,4164,161830,,51,,,98892,91681,2486241,,1533,,
Jammu and Kashmir,09-11-2020,460,564,19594,,9,,,3642,4105,162292,,52,,,99352,92245,2505835,,1542,,
Jammu and Kashmir,10-11-2020,492,635,23951,,7,,,3656,4162,163045,,47,,,99844,92880,2529786,,1549,,
